,job_description,job_location,job_title,sponsored
645,"Our Company
Insikt is a rapidly growing technology company that connects borrowers seeking loans with investors seeking better, stable returns. Our mission is to bring trust and transparency back to the world of lending and securitization while also helping underserved families and small businesses find responsible credit options. We are accomplishing this mission by enabling:

1. Lending: Our proprietary white-label lending platform (Lendify) allows any retail store, online brand, or distribution partner to make loans or provide purchase financing to its customers, in its own brand name, without any prior credit expertise and with minimal upfront investment.
2. Investing: Our proprietary investing platform allows accredited investors to buy into a variety of investment instruments backed by distinct loan portfolios underwritten in-house. Each investor has online access to all the same data as our Risk and Analytics teams, ensuring transparency into all investment instruments.

We have brought together the best and brightest from top-tier technology companies, leading financial service providers, and world-class investment firms. We are funded by some of the best investors and entrepreneurs in the world, including First Mark Capital, Revolution Ventures, Capital One, Continental Investors and Serengeti Asset Management.

Our Values
We are a tight-knit team of highly talented and motivated people from a diverse set of backgrounds and industries all tenaciously driven by our mission. We value creativity, courage, and collaboration and we believe in letting the best and most innovative ideas rise to the top. We are looking for the absolute best people who want work hard, play hard, and build a socially-minded, profitable, and enduring business in the process.

The job
We are looking for a Usability Analyst to help improve the experience of people applying for our loans and improving the number of applicants completing the process.

Responsibilities include:

Drive analytical insights through in-depth analysis of our data assets
Interview users that had issues to understand improvement opportunities
Interact with agents to gather feedback and identify where to focus the attention
Prepare improvements suggestions for our product managers and engineers
Communicate to agents and partners about new features and monitor the impact
Support new initiatives

Job Requirements

The ideal candidate will have:

Written and verbal fluency in English & Spanish
A true curiosity and passion for understanding the underlying aspects of every business challenge
Willingness to get your hands dirty—everyone, top to bottom, is an individual contributor
Desire to step outside of your comfort zone, wear multiple hats, and learn new things
Strong critical thinking skills and ability to weigh trade-offs quickly and empirically
Strong attention to detail with qualitative and analytical skills
An energetic, driven, fun, and generally awesome personality!
Passion for walking a mile in another’s shoes
Strong communication, organizational, interpersonal and listening skills

Compensation

Compensation is competitive and will be based on prior work experience
Insikt Options
401(k)
Complimentary snacks in the office
Onsite gym
Convenient location in Downtown San Francisco less than two blocks from BART
We offer equity packages that allow you to have ownership in this growing company.
Full medical, dental and vision coverage. Insikt pays 100% for employee premiums and 50% dependent premiums for medical, dental and vision benefits.
You can expect a collaborative environment, team building activities, dinners, and fun monthly gatherings, along with mentorship and career growth.
We believe in getting people to where they need to go. This value extends beyond our business principles into Insikt’s internal career development philosophy. As such, you will work closely with a highly-experienced management team to mentor you and help you achieve your personal career goals.

","San Francisco, CA",Usability & Business Analyst,False
646,"$40 - $50 an hourContractThis individual will be responsible for ensuring the successful implementation of Deliverable's required for their division.They key responsibilities for this role will include: Business Initiatives Consultant responsible for assisting with the end-to-end planning, tracking, communication and execution of all deliverable's and objectives aligned to their respective work-streamCollaborate with partners and stakeholders to create execution plans and ensure that all deliverable's and objectives are successfully met per the intended scope and timeline outlined in.This includes analysis and understanding of the actions and requirements needed, as well as the associated impacts and risks relative to the successful completion of each target milestone.Appropriately report any/all risks and issues, and ensures appropriate escalation to the Corporate Development .Effectively lead routine work-stream meetings and ensures active engagement from all required stakeholders throughout the development of all deliverable's and committed milestonesPartner with the Senior Deal Manager aligned to their work-stream, along with the associated external consultants, to complete an assessment of resource needs to determine the amount of ongoing full time support requiredRemain closely engaged with the Corporate Development to ensure alignment with standards and success of the overall Program goals and milestonesAssist in maintaining routine reporting materials to be used for the work-stream team, Corporate Development and senior managementRequired Qualifications4+ year of Corporate Banking Industry experience6+ years of experience in one or a combination of the following: project management, implementation, or strategic planningDesired Qualifications Excellent verbal, written, and interpersonal communication skillsFinancial services industry experienceOther Desired Qualifications Strong analytical skills and ability to build business casesVirtual leadership experience with ability to effectively drive results, provide feedback/direction, and manage and build relationships with leaders and team members in a geographically dispersed team environmentAbility to communicate effectively, in both written and verbal formats, with senior executive-level leadersAbility to identify inefficiencies, opportunities to streamline business processes, and implement changeAbility to take initiative and work independently with minimal supervision in a structured environmentOutstanding problem solving skillsStrong organizational, multi-tasking, and prioritizing skills3+ years of leadership experience5+ years of consultative business analysis experienceKnowledge and understanding of strategic planning and executionKnowledge and understanding of Recovery & Resolution planning, process, and proceduresAdvanced problem solving and technical troubleshooting capabilitiesProven track record of end-to-end implementation/execution of complex projectsJob Type: ContractSalary: $40.00 to $50.00 /hourExperience:Business Analysis: 5 years (Preferred)Education:Bachelor's (Required)Location:Charlotte, NC (Required)Work authorization:United States (Required)","Charlotte, NC",Business Analyst - Banking,False
648,"$52.31 an hourContractSee complete details and other positions like this at: www.quivadore.com/jobsBusiness Analyst - The PA Department of Environmental Protection is seeking a Business Analyst. Candidates should have at least 7 years, formal, working BA experience such as: gathering methodologies, experience in Agile, Functional/Non-functional experience. This position will be a government contracted position located in Harrisburg, PA. Deadline to applicants - 10/17/2018Detailed DescriptionThe Business Analyst is responsible for the set of tasks and techniques used to work as a liaison among stakeholders in order to understand the structure, policies, and operations of an organization, and to recommend solutions that enable the organization to achieve its goals.** DEP Hiring Manager wishes for candidates to be local enough to attend any requested face to face interviews. ***Qualifications to apply:7+ years experience developing business, functional, and non-functional requirements7+ years experience developing Requirements Traceability Matrix1 Years experience working in an Agile environment4 year college degree or equivalentRole Description:Experience conducting Facilitated Workshops for requirements analysis.Experience creating workflows using formal notation such as the Business Process Modeling Notation (BPMN).Knowledge of formal requirements gathering methodologies.Experience developing Business Requirements - project initiation document, what the needed achievements will be, and the quality measures.Experience developing Functional requirements - describe what the system, process, or product/service must do in order to fulfill the business requirements.Experience developing User (stakeholder) requirements - are a very important part of the deliverables, the needs of the stakeholders will have to be correctly interpreted. This deliverable can also reflect how the product will be designed, developed, and define how test cases must be formulated.Experience developing Quality-of-service (non-functional) requirements - requirements that do not perform a specific function for the business requirement but are needed to support the functionality. For example: performance, scalability, quality of service (QoS), security and usability.  * Experience developing Report Specifications - define the purpose of a report, its justification, attributes and columns, owners and runtime parameters.Experience developing Requirements Traceability Matrix - a cross matrix for recording the requirements through each stage of the requirements gathering process.Strong organization and writing skills.Experienced developing graphic representations of complex business processes. Experience working with GIS teamsSee this and other positions: www.quivadore.com/jobsJob Types: Full-time, ContractSalary: $52.31 /hourExperience:Business Analysis: 7 years (Required)Methodology and Traceability Matrix: 7 years (Required)Education:Bachelor's (Required)","Harrisburg, PA",Business Analyst,False
649,"$40,000 a yearPrimerica currently has the following opening at our corporate office in Duluth, Georgia:

The QA Analyst (Business Analyst 1 OE) functions as a liaison between the Associate Vice President, Vice President, Compliance Coordinator, Audit Managers, Agency Systems Analysts, and IT staff. The candidate assists in the development of specifications and test and implementation plans for PFSU/Pre-Licensing Systems’ projects. The candidate also assists in testing programming changes in the test environment, analyzes results, identifies concerns, and communicates findings. The candidate will interact with various levels of peer groups within and outside the PFSU/Pre-Licensing area as well as interact with departmental managers and executive management. The role formulates, creates, prepares, and maintains required documentation to support positions on system project. Salary is $40k.

Essential Functions:
Develops operational workflow to include paper handling, correspondence (in and out), screen-shots, and reports relevant to PFSU system testing and transition to new LMS (Learning Management System) platform
Develops test plans to include state requirement definition, test, and implementation plans
Communicates results of testing to user management, staff and other interested parties
Coordinates project implementation with user area and agency systems team
Performs post-implementation follow up to ensure accuracy and resolution of problems identified in project proposal are met
Performs miscellaneous support tasks as needed throughout the entire LMS transition and any other system Development Life Cycle including testing, deployment, and ongoing maintenance/updates
Knowledge, Skills, and Abilities:
Bachelor’s degree in Computer Science (preferred) or equivalent work experience with Licensing or PFSU systems
Knowledge of application testing and development of test plans and system specifications
Knowledge of Excel, Word, Access, and PowerPoint
Excellent skills in running and writing specification of QMF or SQL queries
Excellent communication, organizational, and project management skills
Ability to communicate within and across diverse project teams
Ability to work with extreme time sensitivity and handle multiple and changing priorities simultaneously
Excellent analytical aptitude
Strategic thinking ability
Self-motivated with the ability to work in a demanding and fast-paced environment
Ability to work independently while understanding when to seek advice
ABOUT PRIMERICA
Primerica is a Main Street Company for Main Street North America. Our goal is to create more financially independent families. We are located in Duluth, GA. Primerica employees support our representatives to provide appropriate solutions through term life insurance, mutual funds, annuities and other financial products. We insured more than 5 million lives and have over 2 million client investment accounts. Our stock is traded on The New York Stock Exchange under the symbol “PRI”.

Four years in a row Primerica has been recognized by the Atlanta Journal-Constitution as one of the best workplaces in Georgia! Over the past five years Primerica has consistently been voted Best Employer by Gwinnett Magazine in its special ""Best of Gwinnett"" winner editions.","Duluth, GA",QA Analyst (Business Analyst 1 OE),False
650,"Job Description
The Fulfillment By Amazon - Customer Experience (FBA-CX) team is looking for an exceptional and experienced Business Analyst to drive data analysis and insights that will ensure products listed on Amazon meet the high product quality bar.

In this role you will leverage your advanced SQL skills to construct and implement data pipeline to collect data, clean/organize data to get it ready for analysis and perform structured analysis to glean insights that will identify areas of opportunity and in turn shape the product features and programs we roll out to continue to improve customer experience. You should be self-starter who is highly proficient in SQL, has an extremely high level of customer focus, has a passion for process improvement and is excited by mining large and complex datasets

As you further your career as a data analyst in FBA-CX, you will focus on instrumenting automation of metrics that measure customer experience and identify emerging trends teams need to focus on, analyze Customer and Seller data to identify the root cause of customer issues, and recommend solutions, backed by data, to address customer issues. We are focused on your success and want to build strong leaders. You can expect to leverage your data skills and have full ownership of the projects you work on.

Key Responsibilities Include:
Advanced SQL skills to extract, aggregate and load data from multiple data sources
Work with and synthesize large datasets from multiple data sources
Work with BI team to navigate through the data sources and introduce new metrics to audit performance and identify areas where customer experience is degrading
Enable effective decision making by retrieving and aggregating data from multiple sources and compiling it into a digestible and actionable format
Automate reporting with a combination of SQL, Excel, and BI tools like Looker
Deep-dive a variety of ad hoc questions on emerging customer experience trends
Manage and execute entire projects or components of large projects from start to finish including project management, data gathering and manipulation, synthesis and modeling, problem solving, and communication of insights and recommendations
Seek opportunities to inject advanced analytical techniques across the FBA Customer Experience organization

Basic Qualifications
Bachelor's degree in Computer Science, Math, Statistics, Engineering or a related field
5+ years of professional experience in data analytics, business analysis or comparable analytics position
Advanced skills in data mining using SQL, ETL, data warehouse as well as Excel
Excellent communication (verbal and written) and interpersonal skills and an ability to effectively communicate with both business and technical teams.
Ability to structure complex analysis and perform the analysis to drive insights
Proven problem solving skills, project management skills, attention to detail, and exceptional organizational skills
Ability to deal with ambiguity and competing objectives in a fast paced environment
Preferred Qualifications
Masters degree is preferred in Business, Engineering, Statistics, Computer Science, Mathematics or related field.
Advanced SQL skills to extract, aggregate, and load data
5+ years of relevant experience in a business analyst/data analyst/statistical analysis role.
Experienced in data warehousing, data modeling concept and building new DW tables
Experience with building multi-dimensional data models to serve as a foundation for future analyses
Ability to deal with ambiguity
Understanding of predictive modeling
Understanding of R or Python/another scripting language","Seattle, WA","Business Analyst, Customer Experience",False
651,"InternshipQualification: MBA finance,marketing,CA final yr student will be preferableskills: marketing skills, communication skills, telecommunication skills, computer skillsJob Type: Full-timeExperience:Executive Management: 1 year (Preferred)Education:Master's (Preferred)Location:Indore, WV (Preferred)Language:hindi and english (Preferred)Work authorization:United States (Preferred)","Indore, WV","Research Analyst Intern, business analyst",False
652,"Overview
Savage is looking for an energetic Business Analyst for the Rail Group who will provide administrative, business, and financial leadership to the Business Unit Leader and Unit Business Manager of the Group.
Responsibilities
Ensure cost tracking, revenue recognition, and appropriate invoicing for multiple concurrently running track projects
Support the Track Solutions leadership in the preparation and execution of: bids and proposals, track plans, inspection reports, and other support activities as needed
Implement and monitor accounting processes and controls
Look at the “big picture” – focusing on problem areas and assisting in the development of steps to problem resolution as it relates to financial performance, record keeping, business processes, KPI’s, etc.
Ensure financial reporting accuracy and timeliness (Daily Financial reports, Key Performance Indicator reports, monthly Projection and Variance Analysis, month-end processing and reporting, etc.)
Ensure integrity of contractual fees/activities as set up/modified in DOBI
Oversee budget development, accounting policies and process communication
Assist the Unit Business Manager and Unit Leader with the establishment of financial and operating performance standards and monitoring systems for the Unit
Understand operating and financial data related to the Business Unit and operations
Qualifications
Demonstrates leadership competencies
Exhibits excellent communication and interpersonal skills (both verbal and written)
Is capable of developing a team through defining roles, promoting relationships, expressing appreciation and encouragement, providing support and motivation
Possesses good analytical skills that aid in solving problems in a positive and proactive manner
Possesses financial and accounting background; has good conceptual understanding of accounting controls and practices; understands or has the ability to gain experience regarding financial analysis tools
Demonstrates good computer skills (emphasis on Microsoft Excel and Word, utilization of company operating performance program)
Possesses good planning and organizational skills with the ability to prioritize and carry critical projects to completion
Education/Experience
4 year degree in accounting or finance preferred
3-5 years of professional experience
Will require some travel to operation sites (primarily via air travel)

Physical Requirements
General office working environment
Must be able to sit for long periods of time
Must be able to travel
With more than 70 years’ experience in hundreds of locations across North America and internationally, Savage is a trusted partner for safely moving and managing mission-critical materials with worry-free consistency while creating value for our Customers. Savage specializes in rail, truck and marine transportation, logistics, materials handling and other industrial and environmental services. We Hire Right, Train Right and Treat Right, and strive to provide our Team Members with opportunities to do things they never dreamed possible.

Savage is an Equal Opportunity Employer and maintains a drug free workplace.","Midvale, UT",Track Business Analyst,False
653,"$25 - $35 an hourLooking for a business analyst/sql script developer that has experience developing sql scripts from Oracle databases. The analyst will write SQL statements to an Oracle Database to extract fields that will be imported into predesigned reports. Experience with report generation software, such as Crystal Reports, is a must. Training is onsite and work can be completed remotely. The contracted position should last for one year.

Training is scheduled for November 21st-22nd. Work will begin the first week of December.

Microsoft Office Suite

Understands XML specifications

Knows the basics of SQL queries

Oracle certification is a plus

Solid Requirement / Functional / Technical Documentation skills

Great communicator – written and verbal communication skills are required

Team player that has the ability to facilitate group conversations

Self-starter that can take lead with minimal direction

Excellent communication skills","Kng of Prussa, PA 19406",Business Analyst / SQL Script Developer,False
654,"Are you looking for a revolutionary career where you can make an impact Does the prospect of changing the way people the laundry and dry cleaning industry excite you Then apply to join our team today! We are looking for a highly organized and enthusiastic Business Analyst who is excited to perform detailed requirements analysis, documenting processes, and performing some user acceptance testing.

Business Analyst Responsibilities:

Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.
Leading ongoing reviews of business processes and developing optimization strategies.
Staying up-to-date on the latest process and IT advancements to automate and modernize systems.
Conducting meetings and presentations to share ideas and findings.
Performing requirements analysis.
Documenting and communicating the results of your efforts.
Effectively communicating your insights and plans to cross-functional team members and management.
Gathering critical information from meetings with various stakeholders and producing useful reports.
Working closely with clients, technicians, and managerial staff.
Providing leadership, training, coaching, and guidance to junior staff.
Allocating resources and maintaining cost efficiency.
Ensuring solutions meet business needs and requirements.
Performing user acceptance testing.
Managing projects, developing project plans, and monitoring performance.
Updating, implementing and maintaining procedures.
Prioritizing initiatives based on business needs and requirements.
Serving as a liaison between stakeholders and users.
Managing competing resources and priorities.
Monitoring deliverables and ensuring timely completion of projects.

Business Analyst Requirements:

A bachelor’s degree in business or related field or an MBA.
A minimum of 5 years experience in business analysis or a related field.
Exceptional analytical and conceptual thinking skills.
The ability to influence stakeholders and work closely with them to determine acceptable solutions.
Advanced technical skills.
Excellent documentation skills.
Fundamental analytical and conceptual thinking skills.
Experience creating detailed reports and giving presentations.
Competency in Microsoft applications including Word, Excel, and Outlook.
A track record of following through on commitments.
Excellent planning, organizational, and time management skills.
Experience leading and developing top performing teams.
A history of leading and supporting successful projects.

#LI-MN1","El Segundo, CA",Business Analyst,False
655,"PS Business Enablement Business Analyst

The Professional Services (PS) Business Enablement Team at Guidewire provides internal back-office support for our employees and contractors around the globe. This role will work cross-functionally with a group of geographically disbursed team members to implement system and process enhancements that provide an optimal user experience for our employees and business partners. The ideal candidate has Business Analyst experience, and is seeking to also gain experience as a Project Manager for small to medium size projects, as well as lead Change Management activities.
This role requires someone who can learn quickly, who is proactive and flexible, and who loves the satisfaction that comes from delivering results. This person must be organized, detail oriented, and thrive on juggling multiple priorities. He/She will have a proven ability to anticipate challenges, recommend options, and drive improvements that help ensure we can respond to the expanding needs for the PS Organization at Guidewire.

Essential job functions:
Partner with Business Teams and IT/IS to assess the business needs and communicate changes effectively with our IT business partners.
Analyze existing processes and system configurations to identify repeated patterns and recommend improvements that provide measurable impacts
Drive change management activities and communication plans to ensure successful deployments
Create and maintain delivery project schedules by managing the Project Dashboard on behalf of the PS Business Enablement Team
Plan and organize meetings and presentations as needed to engage and inform stakeholders.
Work with cross-functional business partners across multiple projects to represent the PS User Base
Document process needs and system changes for the purpose of educating our IS Business Partners, and for end-user training

The ideal candidate has the following qualifications:
Experience with agile project management, particularly systems implementations and recurring enhancements that impact processes and require change management activities
Bachelor’s Degree required with a minimum of 2-4 years of experience in a Business Analyst or similar type role
Proven track record of effectively implementing changes to processes and systems
Advanced User Experience with Salesforce and/or FinancialForce
Knowledge of the Contract Management Lifecycle
Highly developed verbal, written and presentation skills.
Excellent interpersonal and written communications skills with an ability to explain and distill complex ideas in a simple and meaningful way
Exemplary time management and organizational skills
Ability to master new systems and complex processes with ease
Ability to work effectively with a global team
Comfortable with uncertainty and willingness to adjust priorities when needed
Proficient Excel skills a plus
Experience with Sharepoint a plus
Experience with Collaboration Tools a plus
A good sense of humor and one who does not take themselves too seriously
A willingness to learn and explore new systems without fear

Located in Foster City, CA, or may consider other remote US Locations",Remote,Business Systems Analyst,False
656,"Position Overview:Assists all team members in consulting and developing on the Salesforce.com platform. Provides business analyst support, Salesforce configuration, training and implementation for client projects acquiring new skills within the consulting environment.Key Responsibilities:Creates a variety of documentation from client facing presentations to excel templates that enable teams to collect, analyze and present key findings to clientDocuments user stories, business requirements, data requirements and training manualsAssists in the solution design of Salesforce projectsPerforms Salesforce.com administration/configuration/data migration as directedTranslates requirements and use cases into test conditions and expected results for product and user acceptance testing projectsPrepares and delivers documentation/reports when neededPlays a support role on ESB projects and assists on SMB/MM/Commercial projectsKey Experience:0-2 years of Consulting experience1+ Salesforce CertificationsJob Type: Full-timeExperience:business analysis, salesforce, or consulting: 1 year (Preferred)","Washington, DC",Salesforce Business Analyst,False
657,"Business Analyst
MADISON Performance Group is one of the nation's leading performance improvement companies. We partner closely with Fortune 1000 clients to design and execute global leading-edge incentive programs that increase sales and boost performance.
MADISON Performance Group is currently looking for a Business Analyst to join our systems analysis and design team. The ideal candidate must be a self-starter with strong business analysis skills for web based and mobile projects. The Business Analyst will be responsible for gathering business requirements, performing business need assessments, and determining technical requirements. The individual will also be responsible for the documentation and maintenance of all requirements and technical specifications. The candidate must have excellent analytical and problem solving skills and must possess the ability to work effectively with diverse individuals inside and outside of the organization.
The ideal candidate will be an “out of the box” thinker with the ability to come up with innovative ideas and solutions to solve complex problems. The candidate must also know how to ask the right questions based on the audience to get the necessary information to effectively analyze and document requirements.
Key responsibilities include:
Facilitate requirement gathering and record information effectively with internal and external stakeholders, project managers, developers and system architects.
Explain complicated ideas and concepts effectively to stakeholders through written or verbal communication
Create requirements and program specification documentation (this includes creation of high level system diagrams, use cases and data flow diagrams)
Create functional requirements, interactive wireframes, prototypes etc.
Ensure that all requirements related documentation is up to date (business requirements, technical specifications, functional requirements etc.)
Propose solutions for complex problems while taking into considering project scope, budget, timelines, internal needs and client needs
Other Responsibilities include:
Work closely with the QA manager to ensure that all requirements are included in the testing effort for projects
Participate in the testing effort with the Project Managers and QA team
Data analysis
Participate in SDLC meetings with internal and external team members to help ensure that the project is on track
Help design, document, and maintain system processes.
Qualifications:
2-5 years of related industry work experience
Bachelor’s Degree
Experience working and collaborating with Business Stakeholders, Clients, Account Managers, Technical Architects and Project managers
Able to comprehend and translate business requirements into technical specifications
Excellent organization and multi-tasking skills
Excellent oral and written communication skills
Able to work under pressure to meet tight deadlines
Comfortable with relational databases
Working understanding of at least one commonly used project management methodology such as Agile, Waterfall, or Scrum
Salary will be commensurate with experience.
Madison offers a competitive compensation and benefits package, including medical, dental, vision, life insurance, LTD, STD, Flex Spending, 401(k), Tuition Reimbursement, and TransitChek.
We are an Equal Employment Opportunity employer that values the strength diversity brings to the workplace.
We do not accept unsolicited Agency Resumes and will not pay fees to any third party agency.
Requirements
2-5 years of related industry work experience
Bachelor’s Degree
Experience working and collaborating with Business Stakeholders, Clients, Account Managers, Technical Architects and Project managers
Able to comprehend and translate business requirements into technical specifications
Excellent organization and multi-tasking skills
Excellent oral and written communication skills
Able to work under pressure to meet tight deadlines
Comfortable with relational databases
Working understanding of at least one commonly used project management methodology such as Agile, Waterfall, or Scrum
Benefits
Madison offers a competitive compensation and benefits package, including medical, dental, vision, life insurance, LTD, STD, Flex Spending, 401(k), Tuition Reimbursement, and TransitChek.","New York, NY",Business Analyst,False
658,"$80,000 - $100,000 a yearContractResponsibilities: As Business Analyst you will be required to employ standard Business Analysis techniques to understand business needs and clearly define the business, technical, and functional requirements for the project.-- Conduct Interviews, direct observations, JAD sessions, etc.to prepare business requirements-- Prepare for and perform Elicitation of Business Analysis Information-- Translate requirements into optimal solutions by working closely with other team leads (Project Managers, User Experience Designers, Developers, and QA Testers for other components)-- Load and maintain requirements using requirements management toolMANDATORY SKILLS/EXPERIENCE At least 8+ years of experience as a Business AnalystExperience in requirements elicitation and defining requirements for solutions in multiple-entity environments (multiple agencies, business partners, etc.)Experienced with formal SDLCs, Business Analysis and Quality Assurance methodologies; Working knowledge of business analysis and QA documentation standardsExperience in gathering business, technical, and functional requirements for large-scale IT projects.Experienced with formal SDLCs and project management methods (waterfall vs agile)Experience using SDLC management tools to track and execute test processes.Experience using an automated requirements management tool.Proficient computer user with experience using standard productivity tools including Microsoft Project, Word, Excel, PowerPoint, Visio for documents development and data preparationExperience in taking direction from executive management and participate in strategic planning activities throughout the lifetime of the projectMust be able to see tasks through to completion without significant guidanceStrong issue resolution and investigation skillsAbility to articulate and document the steps taken to resolve an issueExperience in performing end-to-end test process for complex enterprise solutionsExperience in covering requirements with test casesUnderstanding of the purpose and scope of performance testing process and toolsExperience in assisting in validation of technical requirements for integrating data systemsJob Types: Full-time, ContractSalary: $80,000.00 to $100,000.00 /yearExperience:Business Analysis: 8 years (Required)Education:Bachelor's (Required)Location:New York, NY (Preferred)Work authorization:United States (Required)","New York, NY",Senior Technical Business Analyst,False
659,"Candidates should be able to develop and implement effective business solutions through research, audit and analysis of data and/or business processes. Create, enhance, and maintain budget or financial planning models, surveys, benchmarks. Evaluate, interpret and analyze data and business process and analyze/monitor new, routine and adhoc reports. Provide support when compiling and reporting information and assume responsibility for data integrity among various internal groups and/or between internal and external sources. Support short term operational activities. Support new client processes.

REQUIREMENTS
B.A. or B.S.
Experience analyzing business processes
Experience producing high quality reports using MS products including Visio
Proven track record of learning complex concepts quickly
Excellent written and verbal communication skills",Pennsylvania,Business Analyst,False
660,"shall lead sessions & id & validate client’s bus needs & rqmts. Doc current bus processes, bus flows & propose bus processes. Conduct bus process analysis using UML & Visio. Clarify bus needs & translatg them into applic & operational rqmts.Mnaging the deliverables thru the entire life cycle of the projt
Experience
Masters’degree in Comp Sci/Engineering/Math or foreign equivalent.","Secaucus, NJ 07094",Sr. Business Analyst,False
661,"Clearance Level Must Currently Possess:
No Active Clearance Required


Clearance Level Must Be Able to Obtain:
No Active Clearance Required


Suitability:
Public Trust


Job Family:
Information Technology


Job Description:
Analyze business and technical processes to formulate and develop new and modified business information processing systems.
Represent the business unit in the development team, assisting in defining requirements, use cases and user stories, and in understanding the system from the business point of view.
Develop system requirements and specifications for which developers can prepare detailed design, code, and tests. Coordinate with developers to ensure correct implementation of program and system specifications.
Write, edit, and review technical documents, including SDLC artifacts, system specifications, user guides, presentations, functional descriptions, special reports, and other project deliverables as needed to meet contract requirements.
Provide expertise in business process analysis, systems analysis, design, and in translating business process needs into technical requirements.
Provide business analysis expertise throughout all life-cycle phases, including business requirements analysis, software design, testing, and implementation.
Assist team members in developing system specifications and functionality, and to effectively communicate their ideas, information, and approach with the business.
Provide expertise in related areas such as Strategic Planning, Knowledge Management, Business Analysis, and Technical Analysis.
May assist in integration testing activities, test cases, and other QA/QC related tasks.
Requires knowledge of computer systems capabilities, business processes and workflows
Experience and working knowledge with Agile, iterative development processes, systems requirements and system specification documentation, system development life cycle activities and deliverables.
Must be highly proficient using Microsoft Office applications (Especially Word, Excel, PowerPoint, Visio)
Bachelor’s Degree + 6 yrs related experience.
4 – 6 years’ work experience as a Business Analyst.
Experience in USDA environment is preferred.



# of Openings:
1


Scheduled Weekly Hours:
40


T elecommuting Options:
Telecommuting Not Allowed


Work Location:
USA MO Kansas City - 6501 Beacon Dr (MOC001)


Additional Work Locations:


CSRA is committed to creating a diverse environment and is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.","Kansas City, MO",Business Analyst,False
662,"The Florida LegislatureOffice of Legislative Information Technology ServicesGeneral SummaryWork with the Legislative Committees (business) and Information Technology office to produce detailed analysis, written requirements, document problem description, track and report on project or issue status and provide testing support as needed.ResponsibilitiesDefine business caseElicits, captures, analyzes, refines, articulates and documents business requirements, user stories, acceptance criteria and software documentation via approved processes.Manages requirement changes throughout the project lifecycleSynthesizes complex information into concise, readable, unambiguous language.Collaborates closely with Users, Development and QA Teams.Leads and manages requirements gathering and analysis activities by working with stakeholders, developers, designers, QA analysts and internal/external customers.Oversee design of test casesManage project scope, acceptance, installation, deploymentManage relationship with customer, including satisfaction issuesIdentify system interdependenciesIncorporate usability and user interface needs during designCreate technical & administrative reportsPerform testing as neededCreate wireframes and user workflowsSkillsWritten and verbal communication, including technical writingUnderstanding of development conceptsDeveloping requirements and product specifications for new or existing applicationsProven experience in creating user stories, acceptance testing criteria, design documentation, process flows and wireframes for clearly communicating a set of functional requirements.Strong business requirement analytical skills with the ability to produce clearly articulated requirements and documents.Strong understanding of iterative software development.Manage multiple projects and priorities, tasks and coordinate various channels of communication at the same timeAbility to facilitate and conduct meetings while asking questions and soliciting feedback, presenting and capturing notes/requirements in various software applications / toolsBe proactive and take initiative with little or vague directions at times to include desire to solve problems and be resourceful in seeking answersLeadershipRisk assessmentProblem solvingAnalyticalProject management skills desiredKnowledge of Agile development methodologies, including SCRUMSalaryCommensurate with experience. The Legislature offers a competitive benefits package.Job Type: Full-timeExperience:business analysis: 5 years (Required)Location:Tallahassee, FL (Required)Work authorization:United States (Required)","Tallahassee, FL",Business Analyst,False
663,"$700 - $725 a dayTemporary, ContractFinancial Crimes PMO/Business Analyst for NYC Investment BankOverview: The threat of fraudulent attacks on the bank and its clients manifests itself in rapidly evolving ways, both internally and externally, and remains one of firm’s highest non-financial risks, and as such all programs targeted at reducing and mitigating fraud risk are visible at the highest levels in the organization.The Anti-Fraud workstream of the program is responsible for supporting the design and implementation of the Anti-Fraud framework within the firm; the strategy to prevent, detect and investigate fraud and issuance of internal policy and procedures.The client is looking for a PMO to work within the Anti-Fraud T&R workstream to help manage the governance, accountability, analysis and reporting of the Anti-Fraud T&R workstream, ensuring successful delivery of the objectives of the workstream and the broader imperatives in relation to Anti-Fraud. The role will report to the Anti-Fraud workstream lead, and partner with Central AFC T&R PMO to ensure defined standards are met.Key Responsibilities: Support the Risk Assessment of fraud in the organization, including providing guidance to business in conducting the risk assessment, analyzing the results and writing a Risk Assessment reportAnalyze data, identify trends in the risk assessment results and synthesize information into a reportQualifications: An understanding of Fraud RiskA strong attention to detail especially when working with large data setsAwareness of the Group Policies with specific focus on governance and regulatory finding policiesVery strong MS Excel, MS Plan & PowerPoint skillsSolid organization, communication, and management skillsTechnical writing experienceRate- 725/day (W2 only)Location- NYCLength- 6 months or longer, with conversion potentialJared FerratoSenior Recruiter, Lenmar Consulting, IncJob Types: Temporary, ContractSalary: $700.00 to $725.00 /dayExperience:financial crimes: 5 years (Preferred)PMO: 1 year (Required)Education:Master's (Preferred)","New York, NY",Financial Crimes PMO/Business Analyst for NYC Investment Ban...,False
