text,title
"$150,000 a yearJob SummaryWill work as part of Scrum team.Responsibilities and DutiesGood knowledge on Machine Learning methods like Regression, Logistic Regression, Support Vector Machine, Neural Networks, Clustering etc.Good knowledge of Statistical techniques and using statistical analysis to draw conclusionsRequirement analysis and collaborated with technology team to implement the requirementsLogical Data ModellingLanguages: R, SQL, NoSQLRequired Experience, Skills and QualificationsData Scientist.Job Type: Full-timeSalary: $150,000.00 /year",Data Scientist
"Looking for a Data Scientist to join the Supply Chain team.
We develop sophisticated algorithms that involve learning from large amounts of past data, such as actual sales, prices, promotions, similar products and product’s attributes, in order to forecast the demand. We also work closely with Inventory Management, Supply Chain and Logistics teams to optimize our inventory allocation in our worldwide channels given operational constraints.

Scope of Responsibility: Design algorithms and develop scalable solutions and models that allow for analyzing trends and scenarios in Inventory Management, Supply Chain and Logistics. Partner with organizational business process owners to leverage and implement the solutions that the team designs.

Job Summary: Help lead the innovation and advancement of solutions to complex supply chain and inventory management problems using predictive analytics, data mining, mathematical programming, machine learning, and data visualization.

Job Duties/Responsibilities:
Work closely with fellow data scientists, data engineers, and project managers
Develop complex algorithms and data mining processes as well as optimization and simulation models to create new policies, evaluate their performance, and quantify their benefits and impacts to cost, reliability, and speed of the SHC fulfillment network using a variety of methods in data science, machine learning, and applied mathematics
Present findings to relevant business unit leaders and work with business partners to integrate them into our product plans
Develop new strategies to improve the performance of SHC's fulfillment systems networks
Research, evolve and innovate scientific methods and advanced business logic within our assortment, replenishment and/or supply chain planning teams

Job Requirements:
Advanced degree in Industrial Engineering, Statistics, Mathematics, Economics, Computer Science, or similar technical field
Statistics and probability, particularly the application in systems analysis
Strong modeling, mathematical programming, and data visualization skills
Strong problem solving and data analysis skills
Experience in developing and applying advanced quantitative techniques toward solving business and information/technology problems
Working knowledge/experience with supply chain management - research experience in multiple areas is highly preferred
Able to work in a fast, collaborative environment, working with fellow scientists and data engineering teams for timely delivery of products
Experience with relational databases and SQL

Preferred Skills:
Experience deploying data science solutions to the business environment
Experience in open source programming languages for large-scale data analysis, Python/Spark and R preferred
Experience with machine learning
Experience with Big Data concepts and technologies (Hadoop, AWS, GCP)",Data Scientist IV
"$115,000 - $147,000 a year (Indeed Est.) Position Description
At Walmart Labs we’re reinventing the world’s leading retail platform, leveraging our unique strengths to deliver the best customer experience wherever our customers shop. Imagine an environment where one line of code, one experiment, or one idea has the power to catapult an entire industry towards a smarter future. Better yet, imagine if that power could be yours, every day. That’s what we do at Walmart Labs.

Walmart Labs is partnering with Path Forward, a nonprofit organization on a mission to empower people who’ve been focused on caregiving transition back to the paid workforce. The Path Forward Return to Work program is a 16-week paid internship for experienced professionals, returning to the workforce after taking time off for caregiving. After completing the four-month program, qualified candidates will be considered for conversion to available full-time opportunities at Walmart.

If you are passionate about technology, have at least 5 years of professional experience and have been out of the paid workforce for at least 2 years to focus on caring for a child or other dependent, we welcome you to apply and join our team. We are excited to be part of the Path Forward program, because we appreciate the skills you can offer, the perspective you provide, and the contributions you will make. This program offers you a chance to revamp your skills, update your resume with new experience, and make connections with other women and men transitioning back to the workforce.

Responsibilities include:
Analyzing large data sets to develop custom models and algorithms to drive business solutions. Data Scientists work on project teams in order to provide analytical support to projects (for example, email targeting, business optimization, consumer recommendations) for Walmart eCommerce.Building large data sets from multiple sources in order to build algorithms for predicting future data characteristics. Those algorithms will be tested, validated, and applied to large data sets.Researching new trends in the industry and utilizing up-to-date technology (for example, HBase, MapReduce, LAPack, Gurobi) and analytical skills to support their assigned project.Conducting advanced statistical analysis to determine trends and significant data relationships.Researching new techniques and best practices within the industry.Working with cross-functional partners across the business
Minimum Qualifications
To be eligible for consideration for this returnship, you must have been out of the paid workforce for at least 2 years to focus on caring for a child or other dependentDegree in Statistics, Computer Science, Operations Research or related fields and 2+ years of related experienceKnowledge of quantitative analysis, machine learning, data miningGood problem-solving skillsExperience with at least one modern compiled programming language (C++, Java etc.) and one scripting language (Python, R etc.)
Additional Preferred Qualifications
Experience with big data technology (Hadoop, Hive, Spark, Hbase etc.) and data processing pipelineExperience in Real-Time stack and Streaming technologies (example Kafka) a plusExperience in Anomaly/Outlier Detection techniques
Company Summary
The Walmart eCommerce team is rapidly innovating to evolve and define the future state of shopping. As the world’s largest retailer, we are on a mission to help people save money and live better. With the help of some of the brightest minds in technology, merchandising, marketing, supply chain, talent and more, we are reimagining the intersection of digital and physical shopping to help achieve that mission.
Position Summary
At Walmart Labs we’re reinventing the world’s leading retail platform, leveraging our unique strengths to deliver the best customer experience wherever our customers shop. Imagine an environment where one line of code, one experiment, or one idea has the power to catapult an entire industry towards a smarter future. Better yet, imagine if that power could be yours, every day. That’s what we do at Walmart Labs.

Walmart Labs is partnering with Path Forward, a nonprofit organization on a mission to empower people who’ve been focused on caregiving transition back to the paid workforce. The Path Forward Return to Work program is a 16-week paid internship for experienced professionals, returning to the workforce after taking time off for caregiving. After completing the four-month program, qualified candidates will be considered for conversion to available full-time opportunities at Walmart.

If you are passionate about technology, have at least 5 years of professional experience and have been out of the paid workforce for at least 2 years to focus on caring for a child or other dependent, we welcome you to apply and join our team. We are excited to be part of the Path Forward program, because we appreciate the skills you can offer, the perspective you provide, and the contributions you will make. This program offers you a chance to revamp your skills, update your resume with new experience, and make connections with other women and men transitioning back to the workforce.

Responsibilities include:
Analyzing large data sets to develop custom models and algorithms to drive business solutions. Data Scientists work on project teams in order to provide analytical support to projects (for example, email targeting, business optimization, consumer recommendations) for Walmart eCommerce.Building large data sets from multiple sources in order to build algorithms for predicting future data characteristics. Those algorithms will be tested, validated, and applied to large data sets.Researching new trends in the industry and utilizing up-to-date technology (for example, HBase, MapReduce, LAPack, Gurobi) and analytical skills to support their assigned project.Conducting advanced statistical analysis to determine trends and significant data relationships.Researching new techniques and best practices within the industry.Working with cross-functional partners across the business","Data Scientist, Path Forward Returnship"
"Organization: Accenture Federal Services
Location: San Antonio, TX
Accenture Federal Services, a wholly owned subsidiary of Accenture LLP, is a U.S. company with offices in Arlington, Virginia. Accenture's federal business has served every cabinet-level department and 30 of the largest federal organizations. Accenture Federal Services transforms bold ideas into breakthrough outcomes for clients at defense, intelligence, public safety, civilian and military health organizations.
We believe that great outcomes are everything. It’s what drives us to turn bold ideas into breakthrough solutions. By combining digital technologies with what works across the world’s leading businesses, we use agile approaches to help clients solve their toughest problems fast—the first time. So you can deliver what matters most.
Count on us to help you embrace new ways of working, building for change and put customers at the core. A wholly owned subsidiary of Accenture, we bring over 30 years of experience serving the federal government, including every cabinet-level department. Our 7,200 dedicated colleagues and change makers work with our clients at the heart of the nation’s priorities in defense, intel, public safety, health and civilian to help you make a difference for the people you employ, serve and protect.
The Cyber Analytics Flash Team will identify, gather, analyze, and visualize sets of cyber data to provide insights into specific cyber processes, cyber incidents and events, or the status of key information assets and organizations. To accomplish this objective, data from a single data source is incorporated into the a Big Data Platform and analyzed to provide meaningful insights.

Key Responsibilities:
Identify data analytics problems
Collect large sets of structured and unstructured data from several disparate sources.
Leaning and validating Data, Data veracity and integrity

Basic Qualifications:
1 Year of experience with SAS
1 Year of experience with statistical modeling
US Citizenship required (dual citizenship not eligible for consideration)

Additional Preferred Skills and Qualifications:
Big Data
Trend analysis
Time series analysis
An active security clearance or the ability to obtain one may be required for this role.

Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.

Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Accenture (i.e., H1-B visa, F-1 visa (OPT), TN visa or any other non-immigrant status).

Accenture is a Federal Contractor and an EEO and Affirmative Action Employer of Females/Minorities/Veterans/Individuals with Disabilities.

Equal Employment Opportunity
All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.

Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.

Accenture is committed to providing veteran employment opportunities to our service men and women.",Federal - Data Scientist
"Aptima is a fast-paced, employee-focused small business that excels in finding solutions to complex problems surrounding human performance. Aptima currently has an opening in its Learning and Training Systems (LTS) Division for an experienced, creative data scientist to help develop big-data applications, especially in relation to training and education. In this position you will help to develop and augment tools and solutions that personalize learning experiences for individuals and teams by engaging in the following activities:
Design, develop, and apply data science, machine learning, and artificial intelligence techniques to solve real-world training challenges
Collaborate with software engineers and social scientists to implement, test, and apply mathematical algorithms from research
Engage in business development activities, proposal writing, project management, and customer interaction
Minimum Requirements and Experience:
US Citizen
Minimum of a Masters in Computer Science, Data Science, Statistics or Applied Mathematics
Minimum of 3 years of experience collaborating with software engineers, mathematicians, social scientists, and military personnel
Minimum of 3 years of experience working with Department of Defense and other government agencies
Problem analysis, mathematical formulation, algorithm development, and model implementation and validation
Machine learning techniques (e.g., Probabilistic Graphical Models, Reinforcement Learning, Deep Learning) and experience using machine learning or optimization to build computational models from large data sets
Software/data design methods, data structures, and modeling standards
Educational Data Mining (EDM) or Artificial Intelligence planning techniques for the optimization of training
Software engineering experience implementing and coding complex algorithms and models in a programming language (C++, C#, Python, Java or Scala)
Excellent written and oral communication skills

All applicants selected will be subject to a background investigation and must meet eligibility requirements for access to classified information.
Aptima, Inc. participates in the US Government E-Verify Program. For more information, click on http://www.uscis.gov/e-verify.
EOE MINORITIES/FEMALES/PROTECTED VETERANS/DISABLED",Data Scientist
"Who You Are
-----------

Making sense out of complex data is core to our business at Quantifind and we're looking for talented Associate Data Scientists to join the team. Our products integrate multiple data sources, each with significant volume. The members of our Data Science teams are tasked with qualitatively understanding that data and then designing algorithms and processes to make it useful. Accomplishing that goal requires working closely with engineers, product managers, and also our clients. As an Associate Data Scientist at Quantifind, you won't be left alone to crunch numbers in a back room. Just the opposite: you'll have the opportunity to work with different teams and across many aspects of our business.

Who We Are
----------

Quantifind is a uniquely positioned data science and human insights company. We offer our clients Explanatory Analytics that help them better understand their customers' interests and priorities, and offer them opportunities for actionable changes to their marketing and products.

We provide a supportive environment that fosters collaboration between teams and team members, where learning and professional growth is considered a key part of your success, and of ours. We offer a flexible work environment with a family-friendly work-life balance, catered lunches three times a week, and fun team activities to keep you healthy, happy, and stress-free.

What A Great Candidate Looks Like:
----------------------------------


Outstanding quantitative analytical ability
Independent and creative approach to problem solving
At least 1-3 years of industry experience
In-depth knowledge of Statistics and Probability
Strong programming experience in R or Python
Coding experience in Scala and Java strongly preferred
Experience working with relational databases and writing SQL queries
MS or higher in the following areas: Statistics, Mathematics, or Computer Science

The Opportunity We Offer
------------------------

Quantifind is seeking to fill a position on our Data Science team. We are an equal opportunity employer. We have a fun place to work and a devotion to succeeding together. We pride ourselves on living our values. We are curious. We respect each other. We are proactively transparent. We relentlessly solve problems. We win together.

Will you join us? Apply now!",Associate Data Scientist
"$96,000 - $141,000 a year (Indeed Est.) You are going to be in charge of making our clients happy and successful. Everything you do matters: all your code, machine learning models, advisory, management, and other actions/roles will have a material impact on the way our clients run their business and how effectively we fight fraud and protect people from wrongdoing. You will be able to interact and meet many people, from widely different cultures around the world and understand the business like few others. You will be able to say you protect people on a daily basis. You will be challenged with new technology, new processes, and new mindsets and will be asked to contribute to ensure continuous improvement. Full, holistic view and impact is what you will get within Customer Success. Come and change the world with us.

You

We want your incredible talent to drive growth and help our customers be successful. You are a curious person, driven by the willing of wanting to learn and looking for answers for challenging problems. You are a good-humored team player, someone who's reliable and accountable. You care for the quality of your work and for the success of the product you help developing.

Your day–to–day


As a Data Scientist, your main role is to do Data Science work on projects for our clients. Occasionally this can be done from our offices, but often this will be done at clients' premises for security reasons, so there is a significant travel component involved (in some cases more than 30%)
Understanding the data which our clients provide to us
Cleaning that data and validating that it is correct
Preprocessing the data, usually by using a mixture of shell scripts and a programming language such as Python, Java, Scala, etc
Iteratively computing features and tuning parameters to improve the quality of the model
Communicating your findings to the project manager and assisting him/her in decision making on the Data Science part of the project
Work together with the data scientists and engineers from our clients

You know how:

A PhD degree is valued but it's not mandatory
PhDs from Machine Learning, Natural Language Processing, Image Processing, Signal Processing, Speech Processing, Optimization, etc are encouraged to apply. We speak your language. : )
MScs from Computer Science, Electrical Engineering, Physics, Biomedical Engineering, etc, are also encouraged to apply
You should be proficient in some language, enough that you can handle data processing and algorithm implementation in that language. Most of us use Python, Java, Scala or C++. Any of those is fine, among others
Your main task will be researching new algorithms for fraud detection with Machine Learning methods
Occasionally, you will have the opportunity to travel to our clients to help implement the algorithms you developed and/or to help set up our existing ML solutions
""Publish or perish"" doesn't exist here. If you develop something novel, a publication is allowed and encouraged. If it's not novel but solves the problem, that's fine too

Feedzai is an Equal Opportunity Employer.

Feedzai does not accept unsolicited resumes from recruiters or employment agencies.",Data Scientist
"Data Scientist – Bose Retail
About This Role
We need actionable intelligence as much as the next retail team - but even more so as we are pushing boundaries in retail and technology. The Retail Data Scientist will build internal and external data products to service our Retail Vertical and company alike. We are still small when it comes to data collection and analysis, so you should be comfortable working on a variety of things.
We have just engaged with Qualtrics as our customer experience management system. We need this role to build this process and toolset out for us, developing dashboards, integrating our data set, and doing analysis to derive insights to catapult our customer’s experiences to the forefront of the retail industry!
You’ll be a driving force in the evolution of a billion dollar organization! Your impact will empower business leaders to quickly & accurately make decisions in a way that will ensure another 50 years of global dominance in sound technology.
What You Will Do
We have an immature data infrastructure, but mature datasets and we’d like someone to interrogate this data relentlessly.
We need you to create models from scratch ensuring sustainability to where the addition of new variables is as simple as updating a query; most of the dirty work is already done. Think Jupyter notebooks and meetings with internal business partners.
We need you to work directly with our product, building data scientific solutions that empower our retail stores and company as a whole.
We need you to build machine learning models and productionize them yourself (This is Key!).
These models should predict customer retention, analyze sales & employee data in real time (sales, demo's, actions); offer insight into how stores compare with each other (and what the variables are), improve sales, employee operational flows, and much more. The sky’s the limit!!!
We hope the outcome of your contributions will offer true dashboards resulting from data consolidation from the variety of sources that we have driving the Retail vertical forward into the 21st century. From store to country level, customer to employee - we have data points that need to be dash-boarded from the minutia to the state-region-country level.
To accomplish our goals we need you to design and implement statistical experiments around business decisions & build pipelines to pull in new sources of data for your models.


What makes you an ideal candidate:
1-4 years of Data Science experience in a large progressive and technology driven company.
Relative fluency with Python / Pandas / Scikit-Learn and a deep desire to improve. We value Data Scientists who can build models as well as put them into production.
Experience building predictive models
Strong understanding of probability, simulation, and statistical inference
Experience writing SQL
A git-based workflow
Experience working with Qualtrics is a plus


Hopefully you are experienced with:
NLP and word2vec
Time Series Analysis
Data visualization / exploration tools (especially Looker)
Data Flow Tools : Think Qualtrics
Columnar databases (especially Redshift)
Document databases (especially Elasticsearch)
AWS
Postgres
Apache Spark
Designing data architecture from table to dashboard",Data Scientist
"Analytica is seeking a Data Scientist to perform in-depth evaluation and analysis of potential fraud cases and requests for information using claims information and other sources of data. The Statistical Data Scientist utilizes SAS, R, or Python to support the development of complex cases that involve high dollar amounts, sensitive issues, or that otherwise meet criteria for referral to law enforcement, recoupment of overpayment, and/or administrative action based on reactive and proactive data analysis.

Primary Responsibilities Include (But Are Not Necessarily Limited To):
Provide regulatory and compliance analysis, implementation, data analysis, and evaluation to identify potential fraud.
Works with local management, investigators, and analysts to provide reactive and proactive case development support and to fulfill law enforcement data requests.
Analyzes data to identify and compare norms, trends, and patterns
Applies tools to detect potential fraud and support fraud investigations, organizing case files, research violations and accurately and document all steps taken in project development
Maintains chain of custody on documents and follow all confidentiality and security guidelines.
Validates data analysis results and analytically identifies potential fraud, waste and/or abuse situations in violation of Medicare/Medicaid laws, guidelines, policies, and regulations.
Conducts self-directed research to uncover problems and provides data analysis support to the fraud investigation team in support of their investigation leads
Supports management requests for CMS reporting requirements.
Develops quality leads so that new case development can occur to meet contract requirements to identify new problems proactively
Utilizes data analysis techniques to detect aberrancies in Medicare/Medicaid claims data and proactively seeks out and develops leads and cases received from a variety of sources including CMS and OIG, fraud alerts, and referrals from government and private sources.
Works with Statisticians and Sr. Data Analysts to provide proactive data analysis results with statistically high probabilities of producing case referrals to law enforcement, overpayments, and/or administrative actions
Responds in a timely and complete manner to data requests from internal and external customers
Prepares, develops and participates in provider, beneficiary, law enforcement, or staff training as related to Medicare fraud, waste and/or abuse data analysis.so that contract requirements are met for case development access to data and innovative approaches to fraud


Required skills, abilities, and certifications:
Bachelor degree in statistics or related discipline with preference given to candidates with relevant work experience in healthcare claims analysis
Have high proficiency level with MS Access and MS Excel.
Requires 5+ years professional experience working with SAS, R, or Python to perform various types of data analysis.
Knowledge of Medicare and Medicaid rules and regulation is a plus
Demonstrated knowledge of various database management systems in order to input, extract or manipulate information.
Demonstrated experience and knowledge of health care information (health claims data specifically Medicare and Medicaid , ICD-9-CM codes, physician specialty codes, pharmaceutical data including NCPDP file formats and codes, provider identifiers, etc) is preferred.



Additional Preferences:
Demonstrated knowledge in Machine Learning and AI with techniques such as: machine learning and decision trees
Worked with data visualization tools such as:ggplot, d3.js and Matplottlib, and Tableau
Exposure to working with unstructured data that may include videos, blog posts, customer reviews, social media posts, video feeds, audio etc.
Ability to write technical documents that can describes handling and functionality of various data architectures and solutions.



About ANALYTICA: Analytica is a leading consulting and information technology solutions provider to public sector organizations supporting health, civilian, and national security missions. Founded in 2009 and headquartered in Washington D.C., the company is an established SBA certified HUBZone and 8(a) small business that has been recognized by Inc. Magazine each of the past three years as one of the 250 fastest-growing companies in the U.S. Analytica specializes in providing software and systems engineering, information management, analytics & visualization, agile project management, and management consulting services. The company is appraised by the Software Engineering Institute (SEI) at CMMI® Maturity Level 3 and is an ISO 9001:2008 certified provider.",Data Scientist
"Qualifications:
Proven track record for designing and developing Data warehousing on architecture level and implement it in large multi-terabyte environments.
Exceptional ETL Design/Development knowledge using Informatica, PowerCenter, SAP DataServices, and/or IBM DataStage, etc.
Extensive hands-on experience using procedural languages in DB2, Oracle or Teradata.
Ability to create and interpret data models using ERWIN, PowerDesigner, etc.
Hands-on experience with MPP environments like DB2, Teradata or Netezza implementations is a huge plus.
Report Development using Business Objects, Tableau, and/or QlikView.
Experience working in an Agile/SCRUM model.
Experience with testing practices, processes and artifact creation, and user acceptance testing.
Proficient scripting skills to perform data/file manipulation (e.g., PERL)
Proficient on no-sql technologies and BigData platforms such as Hadoop, HBASE or Cassandra.
Proficient knowledge in one or more of the following languages: C, C#, Java, Python, Ruby on Rail.

Core Competencies:
Excellent collaboration with customers, including crisp and compelling verbal and written communication.
Excellent problem solving and analytical skills.
Ability and desire to work in a fast-paced environment and stay motivated and flexible.
Ability to work cross functionally to resolve technical, procedural, and operational issues.

Education and Work Experience:
MS/BS degree in Computer Science, related technical field, or equivalent work experience.
7+ years in data warehouse technologies and/or a back-end reporting systems. and milestones, and communication of overall program / project status",Data Scientist/Engineer
"Business Unit: Forecasting & Supply Chain
Location: Dallas, Texas
Job Type: Fulltime

Antuit seeks a Lead Data Scientist (Vice President), to work closely and collaboratively with cross-functional domain experts to identify gaps and solve real-world forecasting and supply chain problems. The ideal candidate will have deep expertise developing machine learning algorithms, particularly in supply chain and forecasting domain, and significant experience leading a data science team.

Lead Data Scientist (Vice President) responsibilities and duties

Develop Antuit’s IP machine learning algorithms for the supply chain and forecasting domain with data science toolkits lie Python, R or SAS
Lead a highly capable data science team, and develop talent by training and coaching the Forecasting & Digital Supply Chain practice’s data science team
Own delivery excellence for key accounts and clients
Lead research and development efforts for efficient, robust machine learning algorithms
Create meaningful presentations and analyses that tell a story, focused on insights, to communicate results and ideas to key decisionmakers at Antuit, and with client companies
Support presales efforts and growth targets
Lead Data Scientist (Vice President) qualifications and skills

Experience / Education. Master’s or Ph.D. in Computer Science, Computer Engineering, Electrical Engineering, Statistics, Applied Math or another related field. 12+ years’ work experience in quantitative data analysis to solve problems, including experience with forecasting and optimization problems; implementing data analytics solutions with Python, R and SAS; working with cloud Big Data Stack to orchestrate data gathering, cleansing, preparation and modelling
Highly technical. Skilled in machine learning and data analytics, pattern recognition and predictive modelling
Strong communication and presentation skills. Effective communication and story-telling skills
Significant experience managing others
Energy and enthusiasm. Entrepreneurial spirit, high energy and integrity
A true team plater. Interpersonal communication skills; collaborative mindset for effective communication across teams
EEOC

Antuit is an at-will, equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, marital status, age, national origin, ancestry, physical or mental disability, medical condition, pregnancy, genetic information, gender, sexual orientation, gender identity or expression, veteran status, or any other status protected under federal, state, or local law.

To apply, please send your resume / CV to careers@antuit.com.",Lead Data Scientist (Vice President)
"Description:
Viral Launch is searching for a highly experienced, business minded Data Scientists to stand up machine learning development, data science best practices, and analytics integration within existing and future products. Our Data Science team is based out of our Indianapolis HQ.

Why is this job important to Viral Launch?

Viral Launch has established themselves as a market leader in a short amount of time by providing unrivaled value for our clients by harnessing powerful market data to drive new innovative products and services within the nation’s largest e-commerce marketplace.

Once you are here:

You will be tasked with being a steward of the company data and will provide novel strategies and ideas for leveraging new data sources, development of custom analytics to uncover valuable opportunities and insights, and spearhead rapid prototyping
You will approach problems from multiple angles and will develop and test complex models to enhance, track, and drive client sales
While a technical skills set in R, Python, and Machine Learning are key to this role, a strong business acumen for e-commerce search optimization, price elasticity, and the psychology of sales and demand is equally required.
You will also be a thought leader in the organization as they branch into new e-commerce spaces, and new ways to approach data monetization
Understand all of the operational and business aspects and data streams of Viral Launch
Utilize Machine Learning applications to enhance proprietary marketing and analytics software services in an Agile environment
Maintain and update business intelligence systems that are in place
Constantly research new information in the industry and drive the creation, prototyping, and iteration of novel business analytics advancements.

Requirements:

Graduate degree in Computer Science, Engineering, Business Information Systems, Mathematics, Statistics, Data Science or related field, MBA is a plus
Proven track record of delivering highly-scalable and reliable data science solutions through multiple cycles
Strong ability to communicate insights and analysis via appropriate visualization tools, methods and techniques
Excellent information management skills (architecture, design, development and support) in ETL, Database, EDW, Reporting & Big Data is a must
Strong experience on at least 2-3 different technology stacks in each of the ETL, DW, Reporting & Big Data space
Excellent written and oral communication skills, particularly the ability to synthesize complex issues/scenarios into easy-to-understand concepts and “storytelling”
Attention to detail with self-discipline, strong ownership and accountability and drive for results
Demonstrated ability to work in ambiguous situations and have influence across organizational boundaries
eCommerce business-related experience a plus, will also consider academic projects/internships related to eCommerce

Why work with us?


Medical/Dental/Vision/Life Benefits
SIMPLE IRA with company match
Potential to earn equity (not guaranteed)
Flexible schedules and Unlimited PTO

Application instructions

Please submit your resume, portfolio, and any additional materials. If you have any relevant web links, please be sure to include them.

Ready for launch? 3…2…1…Apply!",Data Scientist
"Cummins is a place big enough to coach and develop a global workforce and create the world’s leading clean, engine technology. We’re also small enough for you to find your fit and personal passion with a team of dependable, innovative thinkers who are developing their careers within a diverse, inclusive, empowering environment.

Learn more about this role and how you can begin Working Right .

Our Corporate Business Unit delivers reliable, durable, high performing products to our global partners. Working in an innovative space, you’ll develop high tech solutions that will fuel your advanced career skill set and empower you to own your career. Our integrated businesses demand the talents and creativity of individuals with a wide range of skills and experience.

This is an exciting opportunity in Columbus, Indiana for a Data Scientist. Cummins USA is where you can work on industry leading projects.

Your impact will happen in these and other ways:

Manage and Implement advanced analytics projects which solve complex analytical problems using quantitative approaches through a combination of analytical, mathematical, and technical skills.
Research, design, implement and validates cutting-edge algorithms to analyze diverse sources of data to achieve targeted outcomes by leveraging complex statistical and predictive modeling concepts, machine-learning approaches, clustering and classification techniques.
Communicate with business stakeholders and leverage business knowledge to industrialize and monetize insights from advanced analytics projects.
Liaises with business stakeholders and leverages business knowledge to industrialize and monetize insights from advanced analytics projects .
Leads key objectives and business goals using data science methodology.
Leverages data science methodology to more complex business problems.
Creates algorithms using more complex statistical methodologies using statistical programming languages and tools.
Partners with domain experts to verify model capabilities and translate modeling outputs from statistical inferences into business language
Partners with IT resources to enable appropriate data flow/data model, development using appropriate tools/technology, rapid prototyping and informs the design of analytical products.
Trains and mentors less experienced employees on data science tools and methodologies.
Qualifications
Skills


Strong technical expertise with R language development,
Ability to communicate technical findings to business, translates risks/rewards of modelling choices into business outcomes, guides analytics modelling to align with business requirements.
Strong working knowledge of data cleaning, machine learning, and analytics techniques and experience with large data sets.
Exceptional written and verbal communication and presentation skills with the ability to communicate complex information in a concise, informative, and engaging way.
Results driven, proactive, excellent stakeholder management, quick learner, and problem-solving attitude .
Solid business acumen.


Experience
Minimum seven years of professional experience with at least four years in a similar role.
Minimum three years of experience in developing, deploying, and managing advance analytics models, machine learning model.
Significant experience in building, iterating, and validating statistical models.
Experience in a large global, matrix environment preferred.

Required Education, Licenses or Certifications
College, university, or equivalent degree in statistics, information systems or related field required. PhD or Master’s degree in Statistics, Econometrics, Computer Science, or equivalent experience preferred.

Compensation and Benefits
Base salary rate commensurate with experience. Additional benefits vary between locations and include options such as our 401(k) Retirement Savings Plan, Cash Balance Pension Plan, Medical/Dental/Life Insurance, Health Savings Account, Domestic Partners Coverage and a full complement of personal and professional benefits.

Cummins and E-verify
At Cummins, we are an equal opportunity and affirmative action employer dedicated to diversity in the workplace. Our policy is to provide equal employment opportunities to all qualified persons without regard to race, gender, color, disability, national origin, age, religion, union affiliation, sexual orientation, veteran status, citizenship, gender identity and/or expression, or other status protected by law. Cummins validates right to work using E-Verify. Cummins will provide the Social Security Administration (SSA) and, if necessary, the Department of Homeland Security (DHS), with information from each new employee’s Form I-9 to confirm work authorization.

Ready to think beyond your desk? Apply for this opportunity to start your career with Cummins today. careers.cummins.com

Not ready to apply but want to learn more? Join our Talent Community to get the inside track on great jobs and confidentially connect to our recruiting team: http://connect.find.ly/cummins
Job
 QUALITY
Primary Location
 United States-Indiana-Columbus-US, IN, Columbus, Sears Building
Job Type
 Experienced - Professional / Office
Recruitment Job Type Professional - Experienced
Job Posting
 Jul 11, 2018, 7:16:43 PM
Unposting Date
 Ongoing",Data Scientist
"At Lime, we are launching the next revolution in personal transportation. As a data scientist, you will be partnering with our engineering, product, and operations teams to transform signals into insights, and insights into actions, by working with one of the most interesting data sets the industry has to offer and by leveraging your modeling prowess and programming wizardry.
We are hiring Data Scientists of all stripes, including but not limited to Machine Learning Researchers / Engineers, Statisticians, Operations Research Scientists, Econometricians, Behavioral Economists, and all Mathematicians / Scientists with a strong passion to apply their skills to solve business problems at Lime.

If you are intellectually curious, driven by data, and constantly strive to improve on what you do, we want to speak with you!
Responsibilities
Apply your quantitative and modeling prowess to optimize Lime’s growth and efficiency
Leverage your curiosity and creativity to identify and solve new problems
Use state of the art machine learning and modeling techniques to generate insights and inform decisions
Work cross-functionally to evaluate and monitor product performance
Productionize models that directly enhance the product experience
Gather heterogenous data and make it fit for human consumption
Requirements
M.S. or Ph.D. in math, physics, statistics, operations research, engineering or economics
Deep and practical understanding of probability and statistics
Solid understanding of the mathematical underpinnings of modern ML algorithms, practical experience building ML models preferred
Experiences working with databases and SQL
Expertise in Python or another general purpose programming language is a strong plus
Ability to communicate complicated technical ideas to a general audience
Capable of turning insights into actionable product ideas
Great product sense and keen observer of human behaviors, ability to generate interesting hypothesis and define problems on your own
Considering for all levels; experience preferred but not required
What We Offer
Competitive salary and incentives. Base + Equity
San Francisco and South Bay offices
Flexible hours - We don’t value face time as much as getting things done
Medical, dental, vision, lunch+dinner, snacks, the works
Scale with a rapidly growing organization, with tons of opportunity for growth
Play a role in the transformation of urban mobility and sustainability
Work with a team of fun and motivated coworkers
We here at Lime strive to build a workforce comprised of individuals with diverse backgrounds, abilities, minds, and identities that will help us to grow, not only as a company, but also as individuals. Lime is an Equal Opportunity Employer.",Data Scientist
