,location,text
64,"Benicia, CA","Job Description:
This is a key position within a rapidly growing enterprise. High performers in this role have an opportunity to quickly assume additional responsibilities, develop their knowledge and understanding of our business model, and have preferred access to promotional opportunities! The position is based at our corporate headquarters in Benicia, CA, less than one hour from 3 major airports and the Napa/Sonoma region of Northern California.

Responsibilities:
Work with stakeholders throughout the organization (Operations/Supply Chain, Sales/Marketing, Finance, etc.) to identify opportunities for leveraging company data to drive business solutions
Develop scalable statistical, machine learning or mathematical solutions for complex business problems such as Pricing, Inventory Reordering, and Demand Forecasting
Perform analytical studies and generate actionable recommendations. Use statistical techniques and hypothesis testing to validate your findings
Qualifications
Ideal Candidate:
2-5 years of experience in leveraging data for business impact
A deep understanding of statistical analysis (e.g. hypothesis testing, experimentation, regressions) and machine learning algorithms (supervised and unsupervised models)
Demonstrated programming experience with at least one analytic tool (R, Python, Scala, etc.).
Ability to write and optimize complex SQL queries.
Experience in building and deploying cloud-based data pipelines and applications (GCP, AWS) is a plus
Ability to communicate clearly and effectively to cross-functional partners of varying technical levels
Ability to work independently and proactively as well as collaborating in a team
A good sense of humor is always a big plus!
IND1"
65,"Oklahoma City, OK","$62,000 - $72,000 a yearDo you own a t-shirt that reads “I love Linear Algebra”? Are deep neural nets not quite deep enough for you? Did you almost lose a Turing test to a machine? If so, we want to get to know you.Human Mode LLC is a new Oklahoma City based research company working on software projects in the realms of AI, Virtual Reality and Augmented Reality. We are looking for a talented software engineer who is passionate about artificial intelligence and machine learning concepts and can apply their engineering skills and fascination to help make our environments and games even more compelling. Come and invent with us.ResponsibilitiesQuickly build proof of concepts utilizing AI techniques in games and other productsImplement game AI techniques such as path following and complex spawning techniquesWork on enhanced AI projects including deep neural networks, NLP, pattern recognition and reinforcement learningDevelop and implement artificial intelligence libraries or APIs for general use by otherCollect and optimize training dataBuild data warehouses to assist in business intelligence projects.Stay current with relevant tools and best practices in the fields of AI and machine learningDocument and implement best practicesCollaborate with management and the development team to help projects meet their deadlines.Assist company in securing and maintaining intellectual propertyQualificationsMasters or bachelor’s degree in computer scienceBackground in algorithms including, probability theory, computer vision, search, machine learning, neural nets, deep learning.Enthusiastic about games and AIAbility to read recent AI related research papers and apply those concepts in code.Experience with version controlExperience in AI or machine learning related frameworks (TensorFlow, sci-kit learn, Caffe)Strong Experience in Python, C#, or bothPreferred QualificationsAn interest in building cool stuffAbility and willingness to quickly learn new platforms.Worked on or delivered projects in Deep Learning, Machine Learning, Computer Vision, NLPGood multi-tasking and adaptabilityExperience with Relational databases a plus.Experience with Unity3D or Unreal Engine a plus.Experience with common off-the-shelf BI tools a plusBenefits and PerksFull-Time PositionRetirement PlanMedical BenefitsPaid VacationsGym Membership ReimbursementHuman Mode LLC is an equal opportunity employer providing opportunity to all individuals regardless of race, religion, creed color, gender, disability, age, sexual orientation, veteran status, national origin or any other characteristic protected by federal, state or local law.Job Type: Full-timeSalary: $62,000.00 to $72,000.00 /yearExperience:Machine Learning: 1 year (Preferred)Python: 2 years (Preferred)Software Development: 2 years (Preferred)SQL: 1 year (Preferred)Natural Language Processing: 1 year (Preferred)Computer Vision: 1 year (Preferred)C#: 2 years (Preferred)Neural Network: 2 years (Preferred)Education:Bachelor's (Required)Location:Oklahoma City, OK (Preferred)Work authorization:United States (Required)"
66,"Santa Clara Valley, CA","The Retail Analytics team is looking for an exceptional individual to play an integral role in helping Apple Retail make decisions using data. You will partner with key stakeholders across Apple as you design, refine, and create innovative analyses and data products. This will include leveraging large and complex data sources, deriving actionable insights, delivering dynamic and intuitive decision tools, and presenting your findings to key executives.
The ideal candidate is a self-motived team player, skilled in a broad set of analytical tools, with a strong passion for data and effective visualization techniques. Ability to adapt quickly and communicate effectively with business leaders is a must.
Key Qualifications
2+ years of related work experience in consulting or other related business facing role
Fluency in SQL for data access, manipulation, and validation
Proficiency in either R, Python or SAS for data analysis
Passion for data visualization and information design (proficiency in Tableau preferred)
Capable of clearly communicating complex analyses to a non-technical audience, including extensive experience presenting to leadership groups
Ability to initiate, refine, and complete projects with minimal guidance
Description
Partner with cross-functional teams to identify, frame, prioritize, and answer business questions where analytics can be most impactful
Design and implement analytics and reporting tools to support key decisions on a wide variety of topics including product launches, customer experience, and operational performance
Quickly outline and build customized analyses for Retail leadership
Perform all aspects of analysis including data acquisition and manipulation, programming, data visualization, documentation, and presentation of results
Contribute to the development of tools to improve team efficiency and productivity
Education
Minimum of bachelor’s degree, preferably in related quantitative field
Additional Requirements
Apple is an Equal Opportunity Employer that is committed to inclusion and diversity. We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants."
67,Remote,"About The Opportunity
Got a taste for something new?

We’re Grubhub, the nation’s leading online and mobile food ordering company. Since 2004 we’ve been connecting hungry diners to the local restaurants they love. We’re moving eating forward with no signs of slowing down.

With more than 85,000 restaurants and over 15.6 million diners across 1,600 U.S. cities and London, we’re delivering like never before. Incredible tech is our bread and butter, but amazing people are our secret ingredient. Rigorously analytical and customer-obsessed, our employees develop the fresh ideas and brilliant programs that keep our brands going and growing.

Long story short, keeping our people happy, challenged and well-fed is priority one. Interested? Let’s talk. We’re eager to show you what we bring to the table.

Grubhub is looking for an innately curious, business-minded, results-oriented Data Scientist with a focus on predictive modelling. In this highly visible role, you will build and deploy models predicting various aspect of the business’ logistics. You will also perform analysis to inform on the business.
Specific responsibilities include, but are not limited to, data analysis, problem solving, development of predictive models, deployment and maintenance of those models.
Some Challenges You’ll Tackle
Understand the business! Work directly with stakeholders to address their needs.
Build models, from selecting features to optimizing.
Be a stakeholder for our models! Help guide and prioritize development of predictive models to enhance our capabilities.
Question our assumptions! Find new and better ways to do what we’re doing.
Produce novel analysis giving insights into the business
Relentlessly analyze and improve the performance of our business.
You Should Have
2-5 years of experience applying descriptive statistics, machine learning, building predictive models and visualization to solve real-world problems
MSc or PhD in in statistics, mathematics, computer science or another quantitative field
Comfort communicating analytical findings to people of diverse backgrounds using statistical libraries and visualization tools in Python
Excellent programming skills in Python
Data querying capabilities using SQL
Ability to explain technical concepts in simple terms to business stakeholders

Got These? Even Better
Experience deploying regression, GLM, tree-based and Bayesian models with Python in a production environment
Experience with distributed data and computing tools like Spark, Hive and Presto
Experience using cloud infrastructure like AWS
A knack for analyzing and improving processes using data
And Of Course, Perks!
Unlimited paid vacation days. Choose how your time is spent.
Never go hungry! We provide weekly GrubHub/Seamless credit.
Regular in-office social events, including happy hours, wine tastings, karaoke, bingo with prizes and more.
Company-Wide Initiatives encouraging innovation, continuous learning and cross-department connections.

We deliver favorites every day. Join us as we move eating forward.
Grubhub is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics. The EEO is the Law poster is available here: DOL Poster. Grubhub is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the employment process, please send an e-mail to TalentAcquisition@grubhub.com and let us know the nature of your request and your contact information."
68,"Morrisville, NC","Xylem (XYL) is a leading global water technology company committed to developing innovative technology solutions to the world’s water challenges. The Company’s products and services move, treat, analyze, monitor and return water to the environment in public utility, industrial, residential and commercial building services settings. Xylem also provides a leading portfolio of smart metering, network technologies and advanced infrastructure analytics solutions for water, electric and gas utilities. The Company’s more than 16,500 employees bring broad applications expertise with a strong focus on identifying comprehensive, sustainable solutions. Headquartered in Rye Brook, New York with 2017 revenue of $4.7 billion, Xylem does business in more than 150 countries through a number of market-leading product brands.
The name Xylem is derived from classical Greek and is the tissue that transports water in plants, highlighting the engineering efficiency of our water-centric business by linking it with the best water transportation of all – that which occurs in nature. For more information, please visit us at www.xylem.com.
The Role: Xylem seeks to hire a New Graduate Data Scientist with a desire to join a team delivering Big Data applications in the Cloud. We’re focused on helping utility companies visualize and make use of the petabytes of data coming in from their smart meters so they can lower costs and reduce consumption. This is a market poised for explosive growth and this team is ready to take advantage of it.
Functions:
Data curation
Develop statistical modeling techniques for pattern recognition problems.
Develop code in R, Java, Python, or other languages for statistical analysis, optimization, and simulation.
Build models that maximize performance and accuracy.
Strategic planning and project management.
Requirements:
BS Degree (Master’s preferred) Statistics, Machine Learning, Operations Research, Applied Math; or equivalent.
0 – 3 years of data science experience.
Experience with statistical and mathematical software
Proven ability to develop system prototypes.
SQL skills
Excellent oral and written communication skills.
Strong documentation skills.
Understanding of machine learning techniques and the ability to invent.
Big data experience- Hadoop, Spark, Map-reduce, Hive, etc.
Experience with Agile methodology or similar lean startup approach to building software.
Desired:
Experience with time series or signal processing analytics.
Physical Demands:
(The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.)
Light lifting (20-25 lbs.), office environment
Regularly required to sit or stand, reach, bend and move about the facility
Work Environment:
(The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.)
Office: Standard office equipment; work usually performed in an office setting free from any disagreeable elements.
Standard weekly job hours: 40 hours
Travel: <25% travel required to fulfill the duties listed above. Other travel as needed or required by the company.
EOE including disability and veteran"
69,"Arlington, VA","As a Data Scientist within our small and growing team, you will be responsible for a wide variety of tasks related to our projects and organizational development, including but not limited to data manipulation, financial modeling, energy analysis, and project management, depending on your capabilities and interests. Success in this position requires a dynamic individual with high energy and motivation with an acute passion to analyze large datasets in developing sustainable energy solutions for the next generation of buildings and facilities. We seek high-potential individuals who can learn quickly and grow with the organization, assuming additional responsibility as the organization expands over the next several years.ResponsibilitiesDatabase development and data manipulationProcessing, cleansing, and verifying the integrity of data used for analysisAnalysis of energy efficiency and renewable energy potential of identified sitesWritten project proposal development and external coordination with our affiliates and clientsCreation of financial modelsCoordination with engineers on technical analysis of energy conservation measuresEnhancing data collection procedures to include information that is relevant for building analytic systemsManagement of energy projects from proposal development through construction implementationPreferred QualificationsProgramming experience (Python, SQL, VBA, MATLAB, etc.)A passion in the areas of energy efficiency, alternative energy, and/or sustainabilityProven expertise in project finance, energy engineering and/or proposal writingDemonstrated ability to function on multi-disciplinary teamsExcellent written and oral communication skillsSuperb project management abilities, both individually and as part of a teamStrong interpersonal, organizational, and leadership skillsA general knowledge of the financial, technical and political aspects driving the energy efficiency and renewable energy industriesSelf-directed personality with a commitment to excellenceJob Type: Full-timeExperience:Data Analysis: 3 years (Preferred)Education:Bachelor's (Required)"
70,"New York, NY","Internship1010data travels at the speed of thought to make Big Data discovery easy; we power sub second responses to analyses run on billions of rows of data.

An essential tool to more than 850 of the world's top retail, manufacturing, telecom, government and financial services enterprises; 1010data is a highly differentiated product that is becoming the industry standard for Big Data Discovery and Data Sharing.

Work on academically stimulating projects that are different from anything else you have ever worked on.

With more than 32 trillion rows of data in our private cloud, 1010data is designed to scale to the largest volumes of granular data, the most disparate and varied data sets, and the most complex advanced analytics. All while delivering lightning-quick system performance.

Success in 1010data's 10 Week Summer Program means you had a direct effect on the business and helped evolve our product as we continue to change the rules of big data discovery.

Data Scientists at 1010data are creative self-starters who are passionate about using technology to solve real world business problems and add substantial value to the company.


Trusted advisor on the implications of data for products, processes, and decisions.
Analyze massive data sets and gain unique industry insight using the 1010data platform
Map client business issues to many data sets including the clients own
Contribute to the creation of analytical products that combine the 1010data platform and hosted datasets
Support sales and marketing as needed

Requirements

Education


STEM Students graduating December 2019 – Spring 2020; specifically fundamentals of mathematics, large data sets distributed systems, statistical concepts. Vector/matrix arithmetic a plus
An interesting internship or independent research project

Skills


ability to manipulate, transform and summarize data
experience and interest in high-level programming language (e.g. JavaScript, APL, Python, Ruby) or analytical packages such as MATLAB or Mathematica
understanding of database structure, design, query languages (e.g. SQL) helpful

Work Ethic


passion for creating the best possible product
capable of working independently toward shared goals
positive, ""roll-up your sleeves"" attitude
strong intellectual curiosity

Communication


excellent interpersonal and communication skills
able to confidently present ideas to peers, management, and customers in both verbal and written form

"
71,"Washington, DC","$27.17 - $36.60 an hourAT A GLANCE

Full time

Washington, DC metro area

Starting salary: $56,698 - $76,377 ($27.17 - $36.60 per hour)

US citizenship required (dual national US citizens are eligible)
DescriptionQualificationsHow to Apply
As a Data Scientist Graduate Intern for the CIA, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive successful operations, and shape technology and resource investments. Through CIA's global mission, the Agency has access to unique and highly specialized data. You will work with advanced hardware, software, and techniques to develop computational algorithms and statistical methods to identify patterns and relationships in large volumes of data. Data Scientists clearly communicate their conclusions to a diverse audience and develop technical expertise via hands-on experience and continuous learning, including Agency-sponsored training, academic conferences, and other professional development activities.

The Graduate Studies Program allows you and the Agency to assess opportunities for permanent employment following your completion of Graduate school.

OFFICES OF THE CIA – DIRECTORATE OF DIGITAL INNOVATION
The Directorate of Digital Innovation (DDI) is at the forefront of defining the future of digital expertise within the CIA. DDI focuses on developing the workforce with cutting-edge skills, investing in IT infrastructure, and modernizing the way the Agency does business. DDI officers help accelerate the integration of innovative methods and tools to enhance the CIA's cyber and digital capabilities on a global scale and ultimately help safeguard our nation. Learn more about the Directorate of Digital Innovation.

SEE OUR WORK IN ACTION:
Click to watch the video on a separate page.

LIFE AT CIA
In addition to a comprehensive benefits package, the CIA offers exciting career opportunities and a dynamic environment. We're on the forefront of world-altering events – as they happen. So working here isn't just a job, it's a mindset and a lifestyle.
Add to Job Cart"
72,"Santa Clara Valley, CA","The Health Technologies Team conceives and proves out innovative and exciting technology for Apple’s future products and features in health.
We are seeking a highly capable Biomedical Data Scientist to join a multi-disciplinary team to prototype and assess the feasibility of industry-defining health, wellness, and fitness sensors, systems, and applications.

Key Qualifications
Experience working with physiological signals and knowledge of the underlying human physiology.
Excellent Python (e.g. SciPy, Pandas, Jupyter) programming and object-oriented design skills. C/C++ experience is a plus.
Strong command of signal processing and general algorithm development techniques.
Experience training and deploying machine learning models (e.g. tree-based models, neural networks) and a good understanding of statistical techniques and concepts.
Experience with version control (e.g. Git) and best practices from software development.
Comfortable ingesting, cleaning, and analyzing large volumes of data, generating novel insights, and communicating findings.
Experience designing studies to test scientific hypotheses with appropriate statistical power.
Strong data visualization and communication skills.
Description
Develop algorithms that extract interesting information from physiological signals and data, and assist in on device implementation.
Develop, train, and tune machine learning models that operate on physiological data, and bring these models to final deployment.
Ingest, analyze, and interpret human study data to generate insights related to product design, specification limits, and algorithm performance.
Work cross-functionally to define sensor and algorithm specifications, design and development goals, and performance targets.
Help design both small and large-scale studies to collect data for algorithm development and demonstrate feasibility of our technologies.
Communicate results and findings within the team, to outside teams, and to Apple executives.

Education
Ph.D. (preferred) or Master’s in Biomedical Engineering, Computer Science, Electrical Engineering, or equivalent with relevant industry experience in medical, physiological, health, wellness and/or fitness sensors, devices, and applications.

Additional Requirements
You will thrive in our fast-paced environment if you are highly organized and able to multitask.
Flexible thinking, adaptability to change and comfort with ambiguity are hallmarks of successful people on our team.
We look forward to witnessing your excellent communication and interpersonal skills during the interview process.
A proven ability to work seamlessly with others is required to acclimate quickly to our culture.
We highly value your analytical mind and problem-solving skills, and expect a stellar attention to detail."
73,"Indianapolis, IN 46204","CSpring is seeking a Jr. Data Scientist to join our team in Indianapolis, IN. At CSpring, you truly do make a difference. Be heard, work on challenging assignments, improve your community, and join a growing team that will both challenge you and value your contributions. When you join CSpring, you become part of our Ohana – or extended family and our most valuable asset. You are NOT just another “resource” as is the case with many other consulting or staffing firms.
If you possess the qualifications listed below, please apply for this position and a member of our recruiting team will contact you directly. Your information will remain confidential and you will never be submitted for a position without your approval.
The Junior Data Scientist position will work with agency partners and outside stakeholders to gather and analyze data regarding a variety of issues and topics in order to develop data driven solutions to difficult business challenges.
Responsibilities:
Works with stakeholders throughout the organization to identify opportunities for leveraging data to drive business solutions
Munges, cleans, and prepares data
Mines and analyzes data from state databases to drive optimization and improvement of program development, marketing techniques and business strategies
Assesses the effectiveness and accuracy of new data sources and data gathering techniques
Performs exploratory data analysis in order to understand state data
Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently
Develops analytic and predicative models for business needs
Coordinates with different functional teams to implement models and monitor outcomes
Create meaningful visualizations that communicate information and answers
Performs related duties as assigned
Qualifications:
Minimally, candidates will have a bachelor’s degree in statistics, math, computer science, informatics, economics, or related fields. Advanced degrees in these subject areas preferred.
General knowledge of statistical techniques and concepts (regression, properties of distributions, statistical tests, etc.);
Novice understanding of Python and SQL
Understanding of Hadoop and Java preferred
Strong problem-solving skills with an emphasis on data driven solutions
Excellent written and verbal communication skills for coordinating across teams
Ability to analyze policies and procedures and be able to recommend improvements
Excellent oral and written communication skills
Ability to work independently, anticipate problems and initiate corrective actions;
Ability to effectively prioritize a variety of projects and functions;
Ability to research and document findings;
Ability to establish and maintain effective working relationships.
CSpring offers a comprehensive compensation, training, and benefits package; including Paid Time Off, PPO and HSA Medical Insurance Options, Dental, Vision, STD, LTD, Life Insurance, and IRA Match. For more information about CSpring, please visit our website at http://www.cspring.com.
Unsolicited resumes from third party recruiting firms will not be accepted or considered for this position."
74,United States,"At Toptal, we measure everything and always rely on data to guide all of our initiatives, including both our long-term strategy and our day-to-day operations. As a Data Scientist on our Sales Team, you will be working with our operations, growth, and analytics teams to discover actionable business insights, identify high-impact opportunities, and provide our sales team with the data they need to excel. You will be part of a high-energy, fast-paced team responsible for maximizing the revenue growth of the company.
Toptal prides itself on being a data-driven organization. This affects everything from our Product decisions to our Operational processes. With the ever-increasing growth of our organization and the amount of data available to us, it is important that we have team members dedicated to answering hard problems and interpreting data in a way that is actionable for the team.
Tasks may involve analysis of lead quality, pinpointing bottlenecks in our funnel or building dashboards - allowing sales team members to monitor their own progress and maximize their day-to-day efforts.
This task would report to our VP of Sales but would require everyday interactions with many departments of the organization, including Talent Operations, Product, Analytics, and Growth.
This is a remote position that can be done from anywhere.
Responsibilities:
Use statistical, algorithmic, data mining, and visualization techniques to model complex problems, identify opportunities, discover solutions, and deliver actionable business insights.
Own your projects and use this autonomy to find creative and innovative ways of solving problems and delivering solutions.
Participate in team calls to fully understand the business side of Toptal and the hurdles or concerns we encounter.
Take initiative to investigate and volunteer solutions based on that understanding.
Be persistent, focused, and disciplined when it comes to finishing your work. At Toptal, we always drive research from start to finish - we don’t get distracted; we don’t leave anything unfinished.
Clearly understand the question being asked or the problem at hand.
Communicate data-driven insights and recommendations to key stakeholders - ensure that answers/solutions are both clear and usable.
Be in constant communication with team members and other relevant parties and convey results efficiently and clearly via Slack.
Requirements:
Must be available to work during US business hours.
A strong background in advanced mathematics (probability theory, statistics, etc), data mining, and business analysis.
You must be able to think critically, to look at the big picture and spot what is missing, taking advantage of it to propose improvements and deliver business insights.
4+ years of experience in data science and business intelligence or in quantitative academic research, doing exploratory data analysis, testing hypothesis, and building predictive models.
Ability to quickly and accurately understand complex new concepts.
Proficiency in a programming language of your own choice (R, Python, etc.), and previous experience efficiently conducting research and creating ad hoc reports.
Proficiency in data visualization tools (Tableau, Microsoft Power BI, QlikView, etc).
An excellent ability to learn new programming languages quickly and effectively.
Be excited about collaborating daily with your team and other groups while working via a distributed model.
Be eager to help your teammates, share your knowledge with them, and learn from them.
Be open to receiving constructive feedback.
You must be a world-class individual contributor to thrive at Toptal. You will not be here just to tell other people what to do."
75,"Santa Clara Valley, CA","The individual in this role will be responsible for interpreting quantitative data and developing statistical models to predict and monitor iCloud infrastructure demand.
Key Qualifications
Strong background in statistics or econometrics: regression analysis, causal inference, time series analysis, GLM, logistic regression, probability theory, regularization, interest in machine learning algorithms.
Programming skills: demonstrated proficiency in going from unclean data source to cleaning, munging, plotting and modeling with regression or other appropriate machine learning tools. Either of the following
R: familiarity with tidy-verse packages, RStudio, shiny apps
Python’s quantitative packages: pandas, sklearn, matplotlib etc.
Communicating Results: Demonstrated ability to share your findings with non technical audience by use of plots and text.
Innate curiosity
Description
Work with various teams to understand resource requirements (servers, storage, CPU, bandwidth) and make predictive models to forecast demand several years out
Provide data and reporting requirements to engineering teams
Analyze demand impact for future software and hardware features
Present forecast, trending, and analytical findings to stakeholders

Education
Bachelor’s degree in Statistics or Economics (with emphasis on econometrics)"
77,"Emeryville, CA","CommissionJob Title: Data Scientist

Join us as we build a next-generation analytics platform to serve our world-class agents. As a Data Scientist, you’ll help build a platform of robust analytics features that lay the foundation for optimizing agent and broker productivity that bring Realogy’s renowned real estate brands into the next era of data-driven excellence.

What we’re looking for:
You’re a talented, creative, and motivated data scientist who loves data, who’s ready to work with a team of individuals who share your passion. With a related degree under your belt-and maybe even some experience-you’re ready to take your programming and database knowledge to the next level. You enjoy challenging projects involving large data pipelines, cleaning and transforming data, and algorithm development. With your strong analytical skills, unwavering commitment to quality, excellent technical skills, and collaborative work ethic, you’ll do great things here at ZapLabs.

What you’ll do:
As a Data Scientist, you’ll be responsible for mastering our data and designing the systems which enable us to use it most effectively. You’ll be designing and implementing processes around machine learning, business intelligence, and predictive analytics that meet the needs of millions of agents, brokers, home buyers, and sellers. Your role will involve collaborating with a team of talented engineers, product managers and designers to investigate new data sources, perform data modeling, and deploy new features.

Skills, accomplishments, & interests you should have:
BS in Computer Science, Engineering, Mathematics, or related technical discipline or equivalent combination of training and experience
Proven experience with machine learning/data modeling projects and algorithm development for solving business problems
At least 2 years of Data Science/Analytics experience
ETL, data cleaning and transformation experience
Solid knowledge of Python or R for statistical analysis as well as machine learning solutions (scikit-learn, tensorflow, etc)
Confidence working with SQL
Excellent analytical, statistical, and troubleshooting skills
Excellent written and verbal communication skills in English

Nice to haves:
Familiarity with Big Data technologies (Hadoop, Spark, Cassandra, HDFS, etc.) is a big plus!
Experience with Spark Streaming, Spark MLlib
Knowledge of real estate, leads, CRM, commission structures and plans
Graduate degree and/or published research in a related field
Current experience with Amazon EMR, EC2, S3, Redshift
Ability to work quickly with an eye towards the big picture
Here at ZapLabs, we love to celebrate and share with one another—from volunteering and having pizza movie nights to playing on our company sports teams and hosting our annual baking competitions and international potlucks.

#LI-LY1

HTF1
Employment type
Full-time
Company
ZapLabs LLC
About us
ZapLabs (www.zaplabs.com) is the innovation and technology hub for global real estate leader Realogy Holdings Corp. (NYSE: RLGY), and the driving force behind inventive technology for brokers and agents affiliated with Realogy’s world renowned real estate brands. ZapLabs delivers its highly effective consumer, sales associate and broker solutions in support of Realogy’s leading franchise brands and is positioned to expand the scope of its technology development efforts to encompass Realogy’s other business segments, including residential brokerage, relocation and settlement services. ZapLabs is headquartered in Emeryville, California.
EEO statement
EOE AA M/F/Vet/Disability"
78,"San Francisco, CA","Organization: StubHub, www.stubhub.com (an eBay company NASDAQ: EBAY)
StubHub is the world's largest ticket marketplace, enabling fans to buy and sell tickets to tens of thousands of sports, concert, theater and other live entertainment events. StubHub reinvented the ticket resale market in 2000 and continues to lead it through innovation. The company's unique online marketplace, dedicated solely to tickets, provides all fans the choice to buy or sell their tickets in a safe, convenient and highly reliable environment. All transactions are processed and delivered by StubHub and backed by the company's FanProtect Guarantee™ processing a ticket every second today with billions of ticket sales each year globally. Company partners MLB, AEG, ESPN and many leading teams such as the San Francisco Giants and University of Texas, along with over 60 other teams in MLB, NBA, NHL and NCAA.

Our Values
StubHub One - We act as one team in pursuit of connecting people through inspiring event experiences.

At StubHub, we are:
Driven - We strive for excellence – constantly improving our game
Courageous - We are bold & not afraid to challenge the status quo
Inventive - We see what others don’t & pioneer new paths
Richly Diverse - We recognize & respect everyone as a unique individual
Brand - We experience the world through StubHub

The Opportunity
StubHub, an eBay company, is the world’s leading online tickets marketplace providing fans a safe, convenient place to get tickets to the games, concerts, and theater shows they want to see, and an easy way to sell their tickets when they can't go.
StubHub is looking for a highly motivated Data Visualization Engineer to be part of a small, self-driven team that is building an enterprise-level suite of custom analytics tools. The Reporting Team at StubHub is tasked with supporting the global enterprise in all facets of the data supply chain involving data consumption, business intelligence and analysis. Our team creates value for StubHub by empowering decision-making at all levels, enabling our end-users to access accurate, relevant, actionable data.

You will
Work closely with our partners in Marketing, Business Ops, Partnerships, Product, Finance and Customer Service to build custom data visualization and high performant reporting to address prevailing business needs and strategic priorities
Collaborate with data scientists, analysts, and data engineers to translate business questions into flexible tools and dashboards that scale across the organization
Be a proactive partner to our end-users by communicating effectively, gaining a deep understanding of requirements, managing expectations, and driving efficient execution
Develop novel data solutions to drive self-service and democratize access to information across StubHub
Explore new technologies and learn new skills to continuously improve the way we operate
You Have
Extensive experience transforming underlying data into functional data sets in order to generate meaningful insights
Previous experience accessing, manipulating and interpreting data to inform decision-making. Working with large, multi-dimensional data sets to uncover meaningful insights
Deep familiarity with third-party software, such as Tableau, Qlik and Looker, to design and build rich, informative data visualizations
Experience working with Hadoop, Oracle, and Python
Fluency in SQL and Hive
Affirmative Action and Equal Opportunity Employer
StubHub is a Subsidiary of eBay.

eBay Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, veteran status, and disability, or other legally protected status. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at talent@ebay.com. We will make every effort to respond to your request for disability assistance as soon as possible.

For more information see:
EEO is the Law Poster
EEO is the Law Poster Supplement




This website uses cookies to enhance your experience. By continuing to browse the site, you agree to our use of cookies

View our privacy policy

View our accessibility info

eBay Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, veteran status, and disability, or other legally protected status. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at talent@ebay.com. We will make every effort to respond to your request for disability assistance as soon as possible.

For more information see:
EEO is the Law Poster
EEO is the Law Poster Supplement"
79,"New York, NY","OtherFunded downtown startup with competitive salary is seeking a data scientist from experienced to senior and above.We're a small company with outsized output. There will be endless opportunity for an array of technologies, but you should know the idiosyncrasies of the Spark ecosystem.The following would be nice but is not necessary:- Advanced degree (MEng, MSc or PhD) in one of the following disciplines: math, physics, engineering, computer science.- At least four years of experience in quantitative analysis with real data in a product or research role.- Strong familiarity with programming concepts (data structures, computational analysis).Reply with relevant experience in your cover. We have a ton of data to wade through, so any large scale projects you've worked on are worth leading with.We have a sunlit, dog-friendly office in a great SoHo location.Health insurance, flexible hours and partial telecommute for the right candidate.Job Type: Full-timeExperience:Spark: 2 years (Required)Location:NYC, NY (Required)"
